KO id,Tau,lambda,num_ORFs,Trusted Cutoff,E_value_trusted,E_values_MAG,Rk
K03890,-5.6355,0.69919,4825,189.37,2.9459627580794884e-56,0.33,1.120177093532341e+55
K14983,-5.2965,0.704,4825,266.0,5.450119054488114e-80,4.5e-60,8.256700367479677e+19
K20071,-6.4985,0.69612,4825,,,,
K23089,-5.7287,0.70008,4825,,,,
K10110,-5.836,0.69873,4825,378.1,1.5009229848386846e-113,0.023,1.5323904179182106e+111
K13128,-5.4449,0.69756,4825,,,,
K08688,-6.0117,0.69921,4825,660.7,1.6896337045755566e-199,,
K09670,-5.6139,0.6993,4825,,,,
K15246,-5.9423,0.69792,4825,,,,
K10653,-5.8504,0.69837,4825,,,,
K19039,-5.184,0.7011,4825,,,,
K11152,-6.1317,0.70051,4825,,,1.0999999999999999e-75,
K16574,-4.5076,0.70367,4825,,,,
K03924,-6.2607,0.69746,4825,,,1.8e-131,
K13705,-5.6946,0.69839,4825,,,0.49,
K18456,-6.4442,0.69652,4825,505.73,5.668510386926396e-152,5.2e-07,9.17348588086396e+144
K24499,-7.3184,0.6949,4825,,,,
K25481,-5.5676,0.6981,4825,,,,
K07527,-6.7321,0.69571,4825,,,,
K15955,-5.8171,0.69892,4825,963.93,2.1343986474339212e-291,,
K00866,-5.9243,0.69759,4825,,,,
K19423,-5.3968,0.70237,4825,,,2.1e-30,
K12250,-5.2925,0.70052,4825,,,,
K15268,-6.0448,0.69952,4825,,,1.4999999999999998e-29,
K22447,-6.2227,0.69755,4825,,,3.5e-35,
K20761,-5.3658,0.70189,4825,150.97,1.0669194138046257e-44,,
K23779,-4.8186,0.70253,4825,,,3.8e-11,
K20176,-6.447,0.6958,4825,,,,
K02041,-5.4438,0.69989,4825,,,5.5e-64,
K05059,-5.6658,0.6976,4825,,,,
K09038,-5.3924,0.70025,4825,,,,
K18374,-4.034,0.71096,4825,76.67,5.818963887209232e-22,,
K24210,-5.8746,0.69927,4825,,,0.33,
K20120,-5.731,0.69974,4825,,,,
K23138,-5.8779,0.69916,4825,486.53,1.472677580012305e-146,4.3999999999999995e-25,2.9877551337226406e+121
K25665,-4.4258,0.71426,4825,,,,
K24112,-5.9391,0.69898,4825,204.9,4.791974638870521e-61,0.068,1.4190392296405758e+59
K21483,-5.8697,0.69792,4825,573.9,8.988249181552687e-173,,
K26556,-4.6974,0.70701,4825,,,,
K02067,-5.785,0.69777,4825,,,1.1e-31,
K19686,-4.3562,0.70686,4825,55.4,2.1838183398170923e-15,,
K10134,-5.2562,0.69947,4825,,,,
K21117,-6.1868,0.69887,4825,369.17,5.7139155265830254e-111,1.3e-18,2.2751473905275112e+92
K00202,-5.7905,0.69896,4825,181.67,6.01207505163613e-54,,
K00170,-5.6367,0.70082,4825,328.0,1.3711270051897707e-98,7.9,5.761683615083201e+98
K03188,-5.5585,0.69969,4825,70.3,4.2880582523847116e-20,,
K23262,-4.2321,0.70529,4825,28.2,5.616034757575909e-07,,
K08552,-5.7527,0.69813,4825,,,,
K14290,-7.3224,0.69476,4825,,,,
K08818,-5.9544,0.6971,4825,,,,
K09800,-6.3747,0.69509,4825,,,1.8e-40,
K19839,-6.4012,0.6953,4825,,,0.71,
K20992,-5.2749,0.70186,4825,50.0,6.838141619678237e-14,4.4,64344967459258.89
K18030,-6.6225,0.69523,4825,584.9,1.2089710340350207e-175,6.899999999999999e-135,5.707332769562553e+40
K21176,-6.3792,0.69828,4825,685.87,5.657085824013761e-207,9.3e-19,1.6439559676684477e+188
K20690,-5.9027,0.69672,4825,,,,
K03637,-5.2136,0.69959,4825,78.6,1.6541406605538707e-22,2.9e-47,1.753176177308263e-25
K01443,-6.1551,0.69667,4825,130.03,3.015380216580748e-38,2.9e-05,9.617360968456635e+32
K07890,-5.0505,0.70215,4825,,,,
K25704,-7.1419,0.6953,4825,,,,
K10923,-5.0389,0.70192,4825,50.0,8.043406019020182e-14,0.009,111892896848.8942
K21608,-4.5609,0.70679,4825,36.17,1.5168548897394293e-09,,
K06516,-5.3396,0.70113,4825,,,,
K02587,-6.3496,0.69708,4825,498.07,9.473658850987098e-150,,
K12175,-6.1151,0.69724,4825,,,,
K06870,-5.7784,0.69705,4825,167.1,2.233001959733705e-49,4.9e-13,2.1943554409528357e+36
K22166,-3.8979,0.71752,4825,149.57,7.254395713913683e-45,9.5e-28,1.3095508398830965e+17
K02222,-5.5903,0.69818,4825,,,,
K02888,-4.9016,0.70599,4825,28.77,2.2883906114444483e-07,2.8e-38,1.2235673341766684e-31
K03870,-6.8633,0.69583,4825,,,,
K08261,-5.2527,0.70249,4825,,,3.9e-60,
K03592,-5.79,0.69795,4825,300.8,5.639153035582573e-90,3.1e-51,5.497279432636896e+38
K18035,-7.1627,0.69506,4825,,,,
K16721,-4.7547,0.70511,4825,,,,
K11117,-5.8456,0.6981,4825,,,,
K01837,-5.6734,0.70203,4825,,,0.035,
K00913,-5.6971,0.69922,4825,,,,
K04063,-4.7882,0.70395,4825,52.07,1.9985610081823783e-14,7.6e-46,3.802736053032444e-32
K01380,-6.2626,0.69802,4825,,,,
K06057,-5.834,0.69664,4825,,,,
K02694,-5.0561,0.70031,4825,,,,
K26622,-7.4771,0.69527,4825,,,,
K01007,-6.2466,0.69568,4825,,,3.8e-295,
K17344,-5.8713,0.69697,4825,,,,
K00460,-6.937,0.69637,4825,,,,
K03478,-5.2421,0.70283,4825,177.17,1.0113586313493218e-52,6e-08,5.932613628851908e+44
K04414,-6.7118,0.69579,4825,,,,
K05909,-6.1882,0.69678,4825,,,,
K12888,-6.5028,0.69611,4825,,,,
K13870,-6.5212,0.69717,4825,,,2.2e-52,
K10797,-6.5757,0.69679,4825,670.67,5.505367335558438e-202,5.3e-10,9.626968877749543e+191
K25291,-7.1979,0.69492,4825,,,0.0002,
K22299,-4.3154,0.70686,4825,,,1.5e-14,
K23281,-6.5337,0.69553,4825,,,,
K12735,-6.3809,0.69614,4825,,,1.9e-19,
K00688,-6.7824,0.69554,4825,,,1.3e-27,
K01670,-6.8586,0.696,4825,,,,
K12584,-5.4398,0.69838,4825,,,,
K14619,-6.306,0.69781,4825,,,,
K15601,-6.6134,0.69585,4825,,,,
K24247,-6.7136,0.69545,4825,,,,
K16886,-6.4619,0.69658,4825,,,0.029,
K20414,-5.8235,0.69969,4825,,,,
K16547,-6.0584,0.69686,4825,,,1e-17,
K00901,-6.7307,0.6967,4825,95.6,5.260099419446103e-28,6.9e-06,1.3117622785781073e+22
K03919,-5.3051,0.7019,4825,173.0,2.140535575119964e-51,,
K20941,-5.4736,0.70064,4825,402.8,2.833597659464913e-121,1.9000000000000003e-28,6.705256808966979e+92
K23959,-7.6401,0.69453,4825,,,,
K10538,-5.7898,0.70056,4825,,,,
K11520,-6.1451,0.69868,4825,492.77,1.9781413839701265e-148,6.7e-53,3.387017760354981e+95
K16692,-6.8024,0.69579,4825,,,4.5e-155,
K04728,-7.8459,0.69385,4825,,,,
K05710,-4.604,0.70541,4825,,,2.1e-12,
K00279,-6.4685,0.69694,4825,219.33,2.1849445887497024e-65,1.3e-12,5.949807636741502e+52
K01261,-5.993,0.69994,4825,,,6.7,
K21596,-6.7041,0.69536,4825,,,,
K20863,-6.9501,0.69586,4825,,,,
K13045,-6.8702,0.6954,4825,,,,
K20945,-4.7759,0.70781,4825,254.17,1.2135325903586959e-76,1.4e-25,1.153656697086469e+51
K26533,-5.6841,0.69876,4825,,,,
K19725,-5.6292,0.70068,4825,,,3.2e-50,
K10022,-5.4409,0.70254,4825,,,0.011,
K21026,-5.6756,0.69948,4825,,,,
K05435,-5.0817,0.70685,4825,,,,
K18118,-6.3084,0.69803,4825,686.9,3.4432672807689786e-207,,
K19100,-5.7729,0.69961,4825,895.9,5.273786714409677e-271,7.7e-12,1.46005146149751e+259
K16270,-4.903,0.70155,4825,50.0,9.030047843422036e-14,,
K19225,-5.546,0.69925,4825,221.33,6.105189525447177e-66,1.9e-53,3112106499037.528
K03877,-5.9195,0.69846,4825,,,,
K16199,-6.2087,0.69773,4825,,,,
K03296,-7.1833,0.69524,4825,1134.1,0.0,0.0,
K06971,-5.7132,0.70037,4825,47.9,2.3776089472926785e-13,,
K12459,-5.7494,0.69714,4825,,,,
K13441,-5.6433,0.70019,4825,,,,
K06096,-5.2565,0.70028,4825,,,,
K26241,-5.1838,0.70367,4825,,,,
K22901,-5.7685,0.70071,4825,368.2,7.576442036345339e-111,9.699999999999999e-55,1.280284327850412e+56
K25919,-6.6383,0.69633,4825,703.0,1.2027170389908498e-211,2.7e-99,2.2449170606790924e+112
K22656,-6.9786,0.69503,4825,,,0.0001,
K16163,-5.0315,0.70115,4825,72.93,8.785891898550924e-21,,
K07053,-5.3611,0.70002,4825,133.1,3.883921808533328e-39,8e-11,2.0597737015259355e+28
K25645,-5.6942,0.69928,4825,,,,
K26356,-5.5686,0.69974,4825,,,,
K06913,-5.824,0.69844,4825,232.03,3.432159553052425e-69,3.4e-11,9.906299364713905e+57
K03015,-5.2776,0.70145,4825,,,,
K08450,-6.3696,0.69636,4825,,,,
K21157,-6.1044,0.69576,4825,,,,
K02171,-4.8069,0.70523,4825,,,1.1e-41,
K05189,-6.2234,0.69774,4825,,,,
K07303,-6.5958,0.69585,4825,,,2.6999999999999997e-255,
K18607,-5.8506,0.69793,4825,,,1e-05,
K06792,-7.4298,0.69451,4825,,,,
K10261,-5.7992,0.6981,4825,,,2.8e-13,
K13279,-5.224,0.70084,4825,,,1.4e-27,
K08827,-6.3304,0.69597,4825,,,0.2,
K25852,-9.3804,0.69361,4825,,,6.2000000000000005e-30,
K22237,-6.4573,0.69549,4825,,,,
K24542,-6.1812,0.69803,4825,,,2.1e-19,
K24371,-7.1109,0.69478,4825,,,,
K06016,-6.3303,0.69741,4825,,,9.4e-06,
K19212,-5.3724,0.70215,4825,595.63,2.5936018692134625e-180,,
K11648,-6.0546,0.69733,4825,,,,
K07277,-5.7413,0.69635,4825,284.63,7.39825501239483e-85,1.9e-51,2.5681731662625755e+33
K08566,-5.7245,0.701,4825,384.97,5.499143215383224e-116,,
K22142,-6.248,0.69799,4825,,,,
K07887,-5.3957,0.70351,4825,,,,
K11113,-5.8021,0.69776,4825,,,,
K25062,-6.117,0.69857,4825,467.43,1.038472873286007e-140,,
K03636,-4.3915,0.70964,4825,,,3.2e-16,
K24887,-6.3594,0.69604,4825,,,,
K06307,-6.255,0.69807,4825,661.83,1.3852817791393694e-199,,
K14369,-5.5006,0.7013,4825,50.0,6.020597673408283e-14,2.1e-08,348802.5797297932
K15351,-5.1394,0.70391,4825,340.03,1.4579817919962909e-102,,
K21062,-5.8727,0.69973,4825,286.6,6.372307445031295e-86,1.5e-46,2.3539353883020835e+39
K10321,-6.0848,0.69768,4825,,,,
K13339,-6.4825,0.69562,4825,,,3.4e-60,
K21554,-5.5422,0.69682,4825,,,,
K12753,-4.9683,0.70174,4825,,,,
K23085,-6.3155,0.6981,4825,1043.3,2.884311886e-315,,
K18969,-4.6521,0.70554,4825,,,5.9e-21,
K19951,-7.172,0.69463,4825,,,,
K12739,-5.8764,0.69858,4825,,,1.2e-14,
K13721,-7.1565,0.69529,4825,,,1.2999999999999998e-43,
K04073,-5.4409,0.70076,4825,466.23,1.3707789418240443e-140,0.68,4.960683150670154e+139
K00620,-6.3856,0.69701,4825,170.57,1.3112723265120731e-50,,
K03638,-5.2617,0.70068,4825,,,8.800000000000002e-30,
K14263,-5.5155,0.70225,4825,,,1.2e-13,
K22536,-5.043,0.69849,4825,,,,
K14980,-6.1043,0.69711,4825,316.13,1.3388511322363446e-94,3.9e-48,2.912945215563773e+46
K17998,-6.5194,0.69707,4825,1234.73,0.0,6.8e-107,inf
K12420,-5.0692,0.70251,4825,,,1.3e-49,
K15438,-6.1017,0.69882,4825,,,,
K26819,-5.772,0.70006,4825,,,,
K16715,-5.4153,0.69845,4825,,,,
K04010,-5.9,0.69846,4825,,,,
K07028,-5.9222,0.69743,4825,137.43,1.8346337816107846e-40,0.017,9.266154461123148e+37
K14029,-4.1524,0.71685,4825,127.63,4.533916373233606e-38,,
K15011,-5.9683,0.69824,4825,,,2.5e-28,
K03767,-5.0002,0.70205,4825,264.23,3.94609487364365e-79,1.9e-37,4.814886769931165e+41
K18360,-5.7166,0.70207,4825,432.37,1.2842422311250099e-130,,
K20809,-5.8303,0.70028,4825,,,,
K22884,-6.3759,0.69644,4825,,,,
K05813,-5.8937,0.69792,4825,324.47,3.542690724877325e-97,,
K22996,-5.8154,0.7009,4825,,,,
K25034,-5.8598,0.69925,4825,,,1.2e-47,
K02558,-6.0617,0.69766,4825,386.2,6.794674741186803e-116,1.9000000000000001e-119,0.0002796307509000988
K03540,-4.6632,0.70291,4825,45.67,2.081060288047039e-12,,
K11505,-5.3887,0.70327,4825,,,,
K22989,-5.8354,0.69706,4825,,,,
K23971,-6.1984,0.69621,4825,,,,
K02594,-5.8049,0.69898,4825,472.0,4.360471601214004e-142,1.1000000000000001e-100,2.522662914932751e+41
K06420,-3.9972,0.7187,4825,125.07,2.500817840440012e-37,,
K26120,-5.1528,0.69919,4825,,,,
K18592,-6.5143,0.69623,4825,647.83,6.763409715079404e-195,3.3999999999999995e-148,5.027050176214385e+46
K12042,-5.1178,0.70319,4825,,,,
K00088,-6.6242,0.69566,4825,363.23,8.763263472760202e-109,2.9e-200,3.309269439421037e-92
K01070,-5.9528,0.69794,4825,139.17,4.955746411744844e-41,0.12,2.4214314056830398e+39
K14961,-6.1232,0.69726,4825,,,4.1e-11,
K17979,-6.3137,0.69672,4825,,,,
K08660,-6.59,0.69713,4825,,,9.6e-109,
K01847,-6.5284,0.69602,4825,722.87,1.594654064864376e-217,5.3e-212,332360.4859998749
K05343,-6.7832,0.69543,4825,,,0.0,
K15944,-5.5641,0.70274,4825,352.57,2.411932846698938e-106,1.9e-45,7.877499585448292e+60
K22769,-6.0781,0.69837,4825,308.47,1.912551036712517e-92,5.599999999999997e-29,2.928026438251726e+63
K23751,-6.972,0.69473,4825,,,,
K24383,-6.1692,0.69676,4825,,,,
K09512,-4.819,0.7008,4825,,,3.4e-23,
K20876,-5.5662,0.69853,4825,,,,
K16213,-6.1671,0.69857,4825,362.97,4.929498225829388e-109,,
K02606,-5.9738,0.69772,4825,,,3.0,
K09209,-5.3334,0.69726,4825,,,,
K20406,-6.5599,0.69665,4825,,,,
K01542,-7.1593,0.69551,4825,,,1.8e-114,
K23014,-6.9195,0.69578,4825,,,3.6000000000000003e-22,
K26139,-6.5287,0.69638,4825,,,2.1e-16,
K04740,-6.9504,0.69637,4825,,,,
K07758,-5.4436,0.69964,4825,,,6.3,
K21213,-6.3784,0.69778,4825,,,7.7e-52,
K21389,-6.0698,0.6994,4825,,,,
K02626,-5.0893,0.70494,4825,80.93,2.2312853524065905e-23,,
K12790,-6.6997,0.69612,4825,,,,
K15261,-7.7417,0.69445,4825,,,4.5e-38,
K21571,-4.8074,0.69962,4825,92.27,1.5395464246855704e-26,8.699999999999999e-47,5.651015039560658e-21
K20589,-6.03,0.69943,4825,,,2.8e-08,
K26630,-6.3372,0.69638,4825,,,,
K04226,-5.944,0.69815,4825,,,,
K05894,-5.9423,0.69869,4825,,,,
K07902,-5.1162,0.70164,4825,,,,
K12842,-6.3975,0.69558,4825,,,4.7e-08,
K02066,-5.9465,0.69789,4825,36.13,8.521977021615429e-10,2.3e-64,2.698904249760593e-55
K07509,-6.1919,0.69815,4825,567.1,7.241851681096203e-171,7.6e-92,1.049455351293467e+79
K02054,-6.5671,0.6969,4825,,,1.2e-20,
K23924,-5.5214,0.70281,4825,,,,
K16956,-5.4647,0.70216,4825,401.6,3.560185015119199e-121,,
K25637,-5.4312,0.6991,4825,,,,
K14354,-6.878,0.69636,4825,,,,
K06741,-5.8334,0.69773,4825,,,,
K12827,-6.0775,0.69676,4825,,,,
K12558,-7.3039,0.69517,4825,,,0.2,
K13540,-6.1732,0.69788,4825,,,1.1e-06,
K26914,-6.0886,0.69808,4825,,,,
K21899,-6.4295,0.69633,4825,,,,
K18707,-5.9302,0.69747,4825,416.9,4.02821376829903e-125,2e-147,4.9649798025603e-23
K07533,-5.215,0.69976,4825,,,2.3e-17,
K07023,-5.2247,0.70068,4825,,,,
K20787,-9.8039,0.69338,4825,,,9.399999999999999e-43,
K12802,-4.0558,0.71837,4825,,,,
K20676,-5.1233,0.70281,4825,,,,
K19697,-6.0559,0.69926,4825,644.27,1.546795266593514e-194,,
K17053,-5.7362,0.69814,4825,,,1.8,
K21714,-6.2059,0.69813,4825,,,1.3e-12,
K09163,-5.8616,0.70064,4825,162.33,3.202359409168032e-48,3.9e-05,1.2178520589646165e+43
K01674,-5.5865,0.69962,4825,,,,
K15244,-4.8208,0.70786,4825,,,,
K21560,-5.436,0.70346,4825,345.67,2.6153264446449306e-104,,
K20578,-6.0968,0.69894,4825,,,3.3e-10,
K15400,-6.1184,0.69735,4825,,,,
K14418,-5.0622,0.70225,4825,,,1.9999999999999998e-26,
K18211,-4.7719,0.70222,4825,,,,
K20530,-6.9107,0.69593,4825,510.1,2.648063957353077e-153,2.9,1.0951397121460579e+153
K23548,-5.8463,0.70072,4825,294.13,2.4834811395874754e-88,,
K08756,-4.7171,0.7056,4825,,,,
K21795,-6.6829,0.69662,4825,1000.17,1.1803509470116149e-301,,
K23744,-8.033,0.69444,4825,,,7.199999999999999e-24,
K04806,-6.1169,0.6962,4825,,,,
K02090,-5.9679,0.70006,4825,,,,
K19114,-5.6981,0.6971,4825,73.5,5.087860746450468e-21,,
K06712,-6.2736,0.69677,4825,,,,
K09144,-4.7492,0.70215,4825,107.27,3.344852565712032e-31,,
K04571,-5.1872,0.70171,4825,,,,
K07589,-4.3943,0.71334,4825,,,0.69,
K23365,-8.8716,0.69368,4825,50.0,8.866595676553694e-15,3.1000000000000002e-27,3.4962685940416327e-13
K03057,-4.1891,0.71207,4825,92.23,7.346433722221663e-27,,
K21788,-5.3271,0.70041,4825,585.77,7.605013209957199e-177,2.8e-79,3.681781901882796e+97
K20557,-5.1401,0.69938,4825,,,,
K06663,-5.6185,0.69791,4825,,,,
K24916,-7.3033,0.69499,4825,,,,
K24233,-5.2663,0.70371,4825,,,,
K22985,-6.2433,0.6973,4825,,,,
K26148,-5.9268,0.69778,4825,436.13,5.268887775530846e-131,,
K26910,-6.3474,0.69673,4825,,,2.1e-46,
K10713,-4.8863,0.70726,4825,,,,
K10185,-5.2934,0.69776,4825,,,,
K12589,-5.723,0.6988,4825,224.43,6.847275557823284e-67,0.84,1.2267652921317977e+66
K13571,-6.407,0.69659,4825,,,,
K05994,-6.0184,0.69658,4825,,,5.1e-28,
K03773,-5.0746,0.69991,4825,,,2.5e-23,
K05056,-6.373,0.69833,4825,,,,
K23182,-5.6746,0.7007,4825,,,5.3e-63,
K20938,-6.7696,0.69556,4825,481.47,1.574414140694204e-144,,
K21920,-5.5228,0.6987,4825,,,,
K03657,-6.1164,0.69624,4825,371.3,3.655076415556406e-111,6.7e-205,1.833067010988899e-94
K00155,-7.3924,0.69551,4825,,,8.9e-19,
K25482,-4.59,0.70494,4825,,,,
K26924,-4.2594,0.71868,4825,,,,
K08302,-5.601,0.70134,4825,,,,
K22030,-5.914,0.697,4825,,,,
K25048,-5.4989,0.70121,4825,,,,
K16318,-5.3608,0.69998,4825,,,2.8e-07,
K17300,-6.7609,0.69614,4825,,,,
K04336,-4.2476,0.71553,4825,,,,
K16504,-6.996,0.69589,4825,,,,
K12396,-6.8053,0.69532,4825,,,,
K10476,-6.3594,0.6965,4825,,,1.4,
K18780,-5.5626,0.70222,4825,601.6,3.2881725899908225e-182,1.3e-22,3.9535637635238254e+159
K08364,-4.552,0.70483,4825,,,1.1e-26,
K17352,-5.6872,0.70018,4825,,,,
K17414,-4.8844,0.70505,4825,44.63,3.328292499932864e-12,,
K09354,-4.8835,0.70113,4825,,,,
K22728,-6.2974,0.69798,4825,,,5.4e-12,
K23710,-5.6616,0.69847,4825,,,,
K00776,-6.3388,0.69749,4825,1295.7,0.0,,
K13989,-5.4927,0.70056,4825,,,9.3,
K10971,-5.6962,0.69964,4825,,,,
K13683,-5.3267,0.70279,4825,,,1.7000000000000003e-28,
K26657,-7.0142,0.69557,4825,,,,
K24411,-6.228,0.69609,4825,465.27,1.399130706648214e-139,,
K00692,-5.9926,0.69828,4825,305.13,2.1514033458932266e-91,3.0,1.3944386605731758e+91
K12126,-5.6594,0.69647,4825,,,,
K02201,-5.5316,0.7003,4825,,,,
K05219,-6.0634,0.69774,4825,,,,
K15636,-6.3451,0.69744,4825,,,0.018,
K25336,-7.8598,0.69419,4825,,,,
K09003,-5.8364,0.69913,4825,273.23,8.933885505760003e-82,5e-173,5.5966689933247044e-92
K24703,-4.8494,0.70744,4825,186.3,9.021401378163604e-56,,
K21563,-5.2114,0.70153,4825,199.4,2.2101293835787734e-59,6.6e-30,2.9862505105076188e+29
K16097,-9.1563,0.6937,4825,,,2.3e-13,
K19516,-5.1505,0.70683,4825,185.8,1.1667291242264963e-55,,
K00440,-5.5006,0.69917,4825,303.77,5.954123913780041e-91,1.5e-08,2.5192623158689155e+82
K03458,-5.831,0.69854,4825,948.63,1.3387223246958713e-286,,
K22747,-6.4014,0.69713,4825,408.0,1.6574816581546516e-122,5.9e-18,3.5596170678405784e+104
K20826,-6.3985,0.69541,4825,,,,
K15323,-5.269,0.69934,4825,,,,
K03715,-6.2372,0.69762,4825,,,,
K15374,-6.5674,0.69578,4825,,,,
K14361,-4.8811,0.70165,4825,,,,
K06559,-7.6911,0.69455,4825,,,,
K07541,-5.659,0.6998,4825,,,,
K01191,-6.9577,0.69536,4825,411.8,1.668922452319159e-123,0.67,4.014566399229384e+122
K22550,-4.702,0.71236,4825,,,,
K25568,-5.538,0.69757,4825,,,,
K05997,-4.4471,0.71207,4825,141.7,3.074598804062755e-42,,
K14819,-5.6224,0.69933,4825,,,,
K15801,-6.3341,0.69764,4825,,,,
K16361,-6.289,0.69741,4825,,,,
K01626,-5.8601,0.69677,4825,52.03,1.464732070466719e-14,0.0048,327704984193.494
K03393,-5.162,0.70186,4825,,,,
K22600,-7.1974,0.69523,4825,,,,
K25618,-5.76,0.70092,4825,548.07,1.2430682988370525e-165,3e-48,2.4133830802431675e+117
K15615,-5.4007,0.69814,4825,,,,
K21848,-5.3935,0.6996,4825,,,,
K03515,-6.4869,0.69558,4825,,,2.8e-84,
K26178,-6.5128,0.69689,4825,671.47,3.078127035232296e-202,1.5e-07,4.8730932246491894e+194
K10335,-5.804,0.69729,4825,,,1.2e-12,
K14504,-5.5565,0.69997,4825,,,3.8,
K22044,-5.9039,0.6988,4825,,,1.1e-26,
K24084,-5.4396,0.70131,4825,424.73,4.619173259918513e-128,7.7e-05,1.666964966829548e+123
K25509,-7.3026,0.69437,4825,,,,
K04500,-5.9132,0.69839,4825,,,,
K07518,-6.6149,0.69666,4825,497.93,1.0730390281204693e-149,,
K20535,-5.9148,0.69939,4825,,,,
K24311,-5.5165,0.70127,4825,326.07,4.969107627565956e-98,7.9e-17,1.5898226788598858e+81
K11896,-6.7037,0.69556,4825,198.63,4.5366013410719815e-59,,
K08582,-6.9658,0.69551,4825,,,,
K24773,-5.3087,0.7022,4825,,,0.0057,
K15136,-5.3856,0.70024,4825,,,,
K16264,-5.7839,0.69936,4825,,,1.1999999999999999e-90,
K02573,-5.5112,0.70095,4825,,,0.053,
K05674,-7.3672,0.69479,4825,,,1.0000000000000001e-81,
K03403,-7.5291,0.69497,4825,1242.7,0.0,,
K09338,-5.3995,0.69936,4825,,,,
K12864,-6.2503,0.69701,4825,,,,
K25173,-6.495,0.69649,4825,,,,
K05597,-5.9007,0.69999,4825,527.07,4.565077572696974e-159,2.2e-16,4.8191952162168303e+142
K06423,-4.6898,0.70859,4825,65.97,8.68723840393216e-19,,
K15732,-6.4824,0.69649,4825,,,0.12,
K14781,-6.7163,0.696,4825,,,2.9e-96,
K17799,-5.3977,0.69935,4825,,,,
K10780,-5.3715,0.70205,4825,,,4.5e-55,
K13798,-7.3642,0.69535,4825,1502.17,0.0,,
K01736,-6.0891,0.6974,4825,255.37,3.115709020667412e-76,9.6e-183,3.081160639944354e-107
K21693,-6.0505,0.69767,4825,,,1.1e-11,
K09390,-5.8183,0.69782,4825,,,,
K14187,-5.9361,0.69967,4825,361.2,1.331945919249639e-108,2.1e-18,1.576640590019638e+90
K00857,-4.9172,0.70145,4825,70.17,6.445301615416387e-20,2.7e-54,4.189097983470509e-35
K07884,-5.3407,0.70043,4825,,,,
K11274,-6.7546,0.69536,4825,,,2.0999999999999998e-55,
K24811,-5.9128,0.69612,4825,,,,
K04280,-6.1582,0.69853,4825,,,,
K07298,-5.9941,0.69778,4825,,,,
K01296,-6.178,0.69763,4825,,,3.2e-09,
K10263,-6.3723,0.69689,4825,,,0.00019,
K03844,-6.2999,0.69635,4825,,,7.1e-12,
K23896,-4.6816,0.70216,4825,,,,
K16462,-6.7546,0.6951,4825,,,,
K22782,-5.6181,0.69914,4825,,,,
K05696,-5.9486,0.6973,4825,,,,
K08047,-7.0693,0.69531,4825,,,,
K15908,-5.6358,0.69705,4825,,,,
K07192,-6.3247,0.69672,4825,,,7.099999999999997e-82,
K12557,-7.6179,0.69512,4825,,,3.8,
K22213,-6.0901,0.69853,4825,257.3,6.0178594398579536e-77,1.7e-44,2.8249247377571303e+32
K06802,-7.1075,0.69628,4825,,,,
K17542,-6.3631,0.69616,4825,,,,
K10804,-5.8117,0.69825,4825,,,2.9e-67,
K20290,-6.6056,0.69563,4825,,,,
K14633,-5.2519,0.70309,4825,,,3.1999999999999996e-41,
K02310,-5.5862,0.69997,4825,,,,
K09976,-4.2393,0.71756,4825,57.5,2.7767339354723564e-16,,
K11583,-6.2253,0.69646,4825,,,,
K23107,-5.7066,0.69962,4825,337.9,1.912881825614379e-101,3.500000000000001e-71,1.8297000646529074e+30
K08564,-5.159,0.70381,4825,,,,
K01817,-5.3348,0.70045,4825,,,5.7e-58,
K05306,-5.4492,0.70228,4825,192.43,2.1432250738408625e-57,1.6000000000000002e-22,7.465384851683582e+34
K19188,-5.8524,0.69986,4825,566.93,3.881130401338566e-171,0.18,4.6378240715107035e+169
K03776,-6.0478,0.69692,4825,,,2.9e-70,
K06542,-5.5062,0.70107,4825,,,,
K21939,-6.2678,0.69729,4825,,,,
K06884,-3.992,0.7075,4825,15.17,0.00624765562109219,2.3e-06,0.0003681380888272973
K04619,-5.963,0.6972,4825,,,,
K05601,-6.3831,0.6971,4825,102.13,6.784474184962717e-30,,
K12105,-5.5478,0.69975,4825,722.37,2.958361999076239e-218,,
K18314,-5.6257,0.7011,4825,431.37,4.220454539371411e-130,0.0053,1.2557889086490137e+127
K08598,-5.2486,0.70041,4825,105.6,9.227941220383367e-31,,
K09580,-5.8682,0.69686,4825,,,1.3e-13,
K19154,-4.6271,0.72008,4825,66.13,3.596316807352428e-19,,
K20013,-5.7356,0.69779,4825,,,,
K12117,-6.7987,0.69706,4825,,,,
K03863,-5.3227,0.70085,4825,377.77,1.2010098290271567e-113,,
K17597,-6.1489,0.6967,4825,242.27,3.3010647876241886e-72,0.061,1.847888603358868e+70
K09337,-4.9171,0.69957,4825,,,,
K24813,-6.7642,0.6954,4825,,,,
K23853,-5.0298,0.70246,4825,,,,
K24173,-6.0599,0.69612,4825,,,,
K23988,-5.5512,0.70071,4825,218.27,3.7278960258996602e-65,7.8e-34,2.092333033381104e+31
K15302,-6.4407,0.69612,4825,,,,
K19846,-6.6126,0.69538,4825,,,9.1,
K20705,-6.8876,0.69492,4825,,,,
K08611,-6.6324,0.69646,4825,,,,
K10098,-5.9471,0.69891,4825,,,,
K11080,-5.729,0.69965,4825,,,2.4e-50,
K19599,-6.919,0.69524,4825,,,2.7e-10,
